,ebpf-ratelimiter-main,bpf-filter-master,bcc,cilium,ingress-node-firewall-master,xdp-mptm-main,ebpf-samples,katran,ebpf-ratelimiter-main_count,bpf-filter-master_count,bcc_count,cilium_count,ingress-node-firewall-master_count,xdp-mptm-main_count,ebpf-samples_count,katran_count
tail_srv6_encap,{'tail_srv6_encap': {'children': {}}},{'tail_srv6_encap': {'children': {}}},{'tail_srv6_encap': {'children': {}}},"{'tail_srv6_encap': {'children': {'srv6_load_meta_sid': {'children': {'ctx_load_meta': {'children': {}}}}, 'ctx_load_meta': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'srv6_handling': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'srv6_handling4': {'children': {'srv6_encapsulation': {'children': {'ctx_adjust_hroom': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}, 'ctx_adjust_hroom_flags': {'children': {}}}}, 'ctx_change_proto': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}}}, 'srv6_lookup_policy6': {'children': {}}, 'srv6_lookup_policy4': {'children': {}}, 'srv6_handling6': {'children': {'srv6_encapsulation': {'children': {'ctx_adjust_hroom': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}, 'ctx_adjust_hroom_flags': {'children': {}}}}}}}}}}}",{'tail_srv6_encap': {'children': {}}},{'tail_srv6_encap': {'children': {}}},{'tail_srv6_encap': {'children': {}}},{'tail_srv6_encap': {'children': {}}},1,1,1,49,1,1,1,1
from_netdev,{'from_netdev': {'children': {}}},{'from_netdev': {'children': {}}},{'from_netdev': {'children': {}}},"{'from_netdev': {'children': {'handle_netdev': {'children': {'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'do_netdev': {'children': {'do_decrypt': {'children': {'ctx_redirect': {'children': {}}}}, 'get_epid': {'children': {}}, 'ctx_store_meta': {'children': {}}, 'bpf_skip_nodeport_clear': {'children': {'ctx_skip_nodeport_clear': {'children': {'ctx_store_meta': {'children': {}}}}}}, 'do_netdev_encrypt': {'children': {'do_netdev_encrypt_fib': {'children': {'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'do_netdev_encrypt_encap': {'children': {'__encap_and_redirect_with_nodeid': {'children': {'__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'ctx_redirect': {'children': {}}}}, 'bpf_clear_meta': {'children': {}}, 'ctx_load_meta': {'children': {}}}}, 'do_netdev_encrypt_pools': {'children': {'ctx_load_meta': {'children': {}}}}, 'bpf_clear_meta': {'children': {}}, 'ctx_redirect': {'children': {}}}}, 'inherit_identity_from_host': {'children': {'get_epid': {'children': {}}, 'cilium_dbg': {'children': {}}, 'get_identity': {'children': {}}}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}, 'resolve_srcid_ipv6': {'children': {'cilium_dbg': {'children': {}}, 'derive_src_id': {'children': {'ipv6_match_prefix_64': {'children': {}}}}, 'identity_from_ipcache_ok': {'children': {}}, 'identity_is_reserved': {'children': {'identity_is_remote_node': {'children': {}}}}}}, 'resolve_srcid_ipv4': {'children': {'cilium_dbg': {'children': {}}, 'identity_from_ipcache_ok': {'children': {}}, 'identity_is_reserved': {'children': {'identity_is_remote_node': {'children': {}}}}}}, 'tail_call_dynamic': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'bpf_clear_meta': {'children': {}}}}}}, 'allow_vlan': {'children': {}}}}}",{'from_netdev': {'children': {}}},{'from_netdev': {'children': {}}},{'from_netdev': {'children': {}}},{'from_netdev': {'children': {}}},1,1,1,106,1,1,1,1
func,{'func': {'children': {}}},{'func': {'children': {}}},{'func': {'children': {}}},{'func': {'children': {}}},{'func': {'children': {}}},{'func': {'children': {}}},{'func': {'children': {}}},{'func': {'children': {}}},1,1,1,1,1,1,1,1
__be64_to_cpup,{'__be64_to_cpup': {'children': {}}},{'__be64_to_cpup': {'children': {}}},{'__be64_to_cpup': {'children': {}}},{'__be64_to_cpup': {'children': {'__swab64p': {'children': {}}}}},{'__be64_to_cpup': {'children': {}}},{'__be64_to_cpup': {'children': {}}},{'__be64_to_cpup': {'children': {}}},{'__be64_to_cpup': {'children': {}}},1,1,1,2,1,1,1,1
xdp_prog_simple,{'xdp_prog_simple': {'children': {}}},{'xdp_prog_simple': {'children': {}}},{'xdp_prog_simple': {'children': {}}},{'xdp_prog_simple': {'children': {}}},{'xdp_prog_simple': {'children': {}}},{'xdp_prog_simple': {'children': {}}},{'xdp_prog_simple': {'children': {}}},"{'xdp_prog_simple': {'children': {'xdpdecap': {'children': {'process_packet': {'children': {'check_decap_dst': {'children': {}}, 'perform_global_lru_lookup': {'children': {'get_packet_dst': {'children': {'is_under_flood': {'children': {}}, 'get_packet_hash': {'children': {'jhash': {'children': {}}, 'jhash_2words': {'children': {'__jhash_nwords': {'children': {}}}}}}}}, 'reals_have_same_addr': {'children': {}}, 'connection_table_lookup': {'children': {}}}}, 'increment_quic_cid_drop_real_0': {'children': {}}, 'parse_udp': {'children': {'calc_offset': {'children': {}}}}, 'process_encaped_gue_pckt': {'children': {'decrement_ttl': {'children': {}}, 'recirculate': {'children': {}}, 'gue_decap_v6': {'children': {}}, 'gue_decap_v4': {'children': {}}}}, 'parse_tcp': {'children': {'calc_offset': {'children': {}}}}, 'get_packet_dst': {'children': {'is_under_flood': {'children': {}}, 'get_packet_hash': {'children': {'jhash': {'children': {}}, 'jhash_2words': {'children': {'__jhash_nwords': {'children': {}}}}}}}}, 'connection_table_lookup': {'children': {}}, 'parse_quic': {'children': {'calc_offset': {'children': {}}}}, 'increment_quic_cid_version_stats': {'children': {}}, 'send_icmp_too_big': {'children': {'send_icmp6_too_big': {'children': {'ipv6_csum': {'children': {'csum_fold_helper': {'children': {}}}}, 'swap_mac': {'children': {}}}}, 'send_icmp4_too_big': {'children': {'ipv4_csum': {'children': {'csum_fold_helper': {'children': {}}}}, 'swap_mac': {'children': {}}}}}}, 'increment_quic_cid_drop_no_real': {'children': {}}, 'process_l3_headers': {'children': {'parse_icmpv6': {'children': {'send_icmp6_reply': {'children': {'swap_mac_and_send': {'children': {}}}}}}, 'parse_icmp': {'children': {'send_icmp_reply': {'children': {'ipv4_csum_inline': {'children': {'csum_fold_helper': {'children': {}}}}, 'swap_mac_and_send': {'children': {}}}}}}}}, 'tcp_hdr_opt_lookup': {'children': {'parse_hdr_opt': {'children': {}}, 'calc_offset': {'children': {}}}}, 'process_encaped_ipip_pckt': {'children': {'decrement_ttl': {'children': {}}, 'recirculate': {'children': {}}, 'decap_v4': {'children': {}}, 'decap_v6': {'children': {}}}}}}}}}}}",1,1,1,1,1,1,1,60
tail_handle_ipv4_cont,{'tail_handle_ipv4_cont': {'children': {}}},{'tail_handle_ipv4_cont': {'children': {}}},{'tail_handle_ipv4_cont': {'children': {}}},"{'tail_handle_ipv4_cont': {'children': {'handle_ipv4_from_lxc': {'children': {'redirect_to_proxy': {'children': {}}, 'cilium_dbg_capture': {'children': {'cilium_dbg_capture2': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'get_min_encrypt_key': {'children': {}}, 'encap_and_redirect_lxc': {'children': {'__encap_and_redirect_with_nodeid': {'children': {'__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'ctx_redirect': {'children': {}}}}, 'get_min_encrypt_key': {'children': {}}, 'encap_and_redirect_ipsec': {'children': {'ctx_store_meta': {'children': {}}, 'set_identity_mark': {'children': {}}, 'set_encrypt_key_mark': {'children': {'or_encrypt_key': {'children': {}}}}}}, '__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}}}, 'tail_call_static': {'children': {}}, 'lookup_ip4_egress_gw_policy': {'children': {}}, 'set_encrypt_dip': {'children': {}}, 'ipv4_local_delivery': {'children': {'ipv4_l3': {'children': {'ipv4_dec_ttl': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}}}, 'ctx_store_meta': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'cilium_dbg': {'children': {}}, 'redirect_ep': {'children': {'ctx_redirect_peer': {'children': {}}, 'ctx_redirect': {'children': {}}}}, 'tail_call_dynamic': {'children': {}}, 'set_identity_mark': {'children': {}}}}, 'identity_is_cluster': {'children': {'identity_in_range': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'get_ct_map4': {'children': {}}, 'set_identity_mark': {'children': {}}, 'ctx_redirect': {'children': {}}, 'policy_clear_mark': {'children': {'ctx_store_meta': {'children': {}}}}, 'identity_is_node': {'children': {'identity_is_remote_node': {'children': {}}}}, 'ctx_redirect_to_proxy4': {'children': {'__ctx_redirect_to_proxy': {'children': {'cilium_dbg': {'children': {}}}}}}, 'lookup_ip4_endpoint': {'children': {'__lookup_ip4_endpoint': {'children': {}}}}, 'cilium_dbg': {'children': {}}, 'redirect_direct_v4': {'children': {'ipv4_l3': {'children': {'ipv4_dec_ttl': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}}}, 'ctx_redirect': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}}}, 'policy_can_egress4': {'children': {'policy_can_egress': {'children': {'is_encap': {'children': {}}, '__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}}}, 'lb4_rev_nat': {'children': {'__lb4_rev_nat': {'children': {'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'csum_l4_replace': {'children': {}}}}}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'xlate_dsr_v4': {'children': {'snat_v4_rewrite_egress': {'children': {'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'csum_l4_replace': {'children': {}}}}, 'snat_v4_lookup': {'children': {'__snat_lookup': {'children': {}}}}}}, 'policy_mark_skip': {'children': {'ctx_store_meta': {'children': {}}}}, 'ipv4_has_l4_header': {'children': {'ipv4_is_not_first_fragment': {'children': {}}}}, 'ipv4_l3': {'children': {'ipv4_dec_ttl': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}}}, 'ct_create4': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}}}, 'ctx_store_meta': {'children': {}}, 'set_encrypt_key_mark': {'children': {'or_encrypt_key': {'children': {}}}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'ctx_load_meta': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, '__encap_and_redirect_with_nodeid': {'children': {'__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'ctx_redirect': {'children': {}}}}, '__lookup_ip4_endpoint': {'children': {}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}, 'set_encrypt_mark': {'children': {}}, 'csum_l4_offset_and_flags': {'children': {}}, 'lb4_ctx_restore_state': {'children': {'ctx_store_meta': {'children': {}}, 'ctx_load_meta': {'children': {}}}}}}, 'encode_custom_prog_meta': {'children': {'ctx_store_meta': {'children': {}}}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'tail_call_static': {'children': {}}}}}",{'tail_handle_ipv4_cont': {'children': {}}},{'tail_handle_ipv4_cont': {'children': {}}},{'tail_handle_ipv4_cont': {'children': {}}},{'tail_handle_ipv4_cont': {'children': {}}},1,1,1,247,1,1,1,1
__swab32s,{'__swab32s': {'children': {}}},{'__swab32s': {'children': {}}},{'__swab32s': {'children': {}}},{'__swab32s': {'children': {'__swab32p': {'children': {}}}}},{'__swab32s': {'children': {}}},{'__swab32s': {'children': {}}},{'__swab32s': {'children': {}}},{'__swab32s': {'children': {}}},1,1,1,2,1,1,1,1
RAW_TRACEPOINT_PROBE,{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},{'RAW_TRACEPOINT_PROBE': {'children': {}}},1,1,1,1,1,1,1,1
xdp_store_bytes,{'xdp_store_bytes': {'children': {}}},{'xdp_store_bytes': {'children': {}}},{'xdp_store_bytes': {'children': {}}},{'xdp_store_bytes': {'children': {'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}}}},{'xdp_store_bytes': {'children': {}}},{'xdp_store_bytes': {'children': {}}},{'xdp_store_bytes': {'children': {}}},{'xdp_store_bytes': {'children': {}}},1,1,1,4,1,1,1,1
sock6_sendmsg,{'sock6_sendmsg': {'children': {}}},{'sock6_sendmsg': {'children': {}}},{'sock6_sendmsg': {'children': {}}},"{'sock6_sendmsg': {'children': {'__sock6_xlate_fwd': {'children': {'sock6_update_revnat': {'children': {'memcmp': {'children': {'__bpf_memcmp': {'children': {'__bpf_memcmp_builtin': {'children': {}}}}}}, 'sock_local_cookie': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'ctx_dst_port': {'children': {}}, 'sock6_xlate_v4_in_v6': {'children': {'build_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'ctx_set_port': {'children': {}}, '__sock4_xlate_fwd': {'children': {'__lb4_lookup_backend_slot': {'children': {}}, 'ctx_dst_port': {'children': {}}, 'sock4_skip_xlate': {'children': {'lb4_to_lb6_service': {'children': {}}, 'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_svc_is_hostport': {'children': {}}, 'lb4_svc_is_external_ip': {'children': {}}}}, '__lb4_lookup_backend': {'children': {}}, 'sock_select_slot': {'children': {'sock_local_cookie': {'children': {}}}}, 'lb4_svc_is_localredirect': {'children': {}}, 'sock4_skip_xlate_if_same_netns': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}, 'sock4_wildcard_lookup_full': {'children': {'lb4_svc_is_hostport': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}}}, 'lb4_affinity_backend_id_by_netns': {'children': {'__lb4_affinity_backend_id': {'children': {}}}}, 'sock_proto_enabled': {'children': {}}, 'lb4_svc_is_affinity': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'ctx_set_port': {'children': {}}, 'sock4_update_revnat': {'children': {'memcmp': {'children': {'__bpf_memcmp': {'children': {'__bpf_memcmp_builtin': {'children': {}}}}}}, 'sock_local_cookie': {'children': {}}}}, 'update_metrics': {'children': {}}, 'lb4_update_affinity_by_netns': {'children': {'__lb4_update_affinity': {'children': {}}}}}}}}, 'lb6_affinity_backend_id_by_netns': {'children': {'__lb6_affinity_backend_id': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'lb6_svc_is_l7loadbalancer': {'children': {}}, 'sock_select_slot': {'children': {'sock_local_cookie': {'children': {}}}}, 'lb6_update_affinity_by_netns': {'children': {'__lb6_update_affinity': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'sock6_skip_xlate': {'children': {'lb6_svc_is_external_ip': {'children': {}}, 'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'lb6_to_lb4_service': {'children': {}}, 'lb6_svc_is_hostport': {'children': {}}}}, 'sock6_wildcard_lookup_full': {'children': {'sock6_wildcard_lookup': {'children': {'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb6_svc_is_nodeport': {'children': {}}, 'lb6_svc_is_hostport': {'children': {}}}}, 'lb6_svc_is_affinity': {'children': {}}, '__lb6_lookup_backend': {'children': {}}, 'sock_proto_enabled': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'ctx_set_port': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'update_metrics': {'children': {}}, '__lb6_lookup_backend_slot': {'children': {}}}}}}}",{'sock6_sendmsg': {'children': {}}},{'sock6_sendmsg': {'children': {}}},{'sock6_sendmsg': {'children': {}}},{'sock6_sendmsg': {'children': {}}},1,1,1,118,1,1,1,1
