,ebpf-ratelimiter-main,bpf-filter-master,bcc,cilium,ingress-node-firewall-master,xdp-mptm-main,ebpf-samples,katran,ebpf-ratelimiter-main_count,bpf-filter-master_count,bcc_count,cilium_count,ingress-node-firewall-master_count,xdp-mptm-main_count,ebpf-samples_count,katran_count
bpf_tail_call_static,{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},{'bpf_tail_call_static': {'children': {}}},1,1,1,1,1,1,1,1
test_packet_access,{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},{'test_packet_access': {'children': {}}},1,1,1,1,1,1,1,1
gue_encap_v6,{'gue_encap_v6': {'children': {}}},{'gue_encap_v6': {'children': {}}},{'gue_encap_v6': {'children': {}}},{'gue_encap_v6': {'children': {}}},{'gue_encap_v6': {'children': {}}},{'gue_encap_v6': {'children': {}}},{'gue_encap_v6': {'children': {}}},"{'gue_encap_v6': {'children': {'gue_csum': {'children': {'gue_csum_v6': {'children': {'rem_pseudo_ipv6_header': {'children': {}}, 'add_pseudo_ipv6_header': {'children': {}}, 'csum_fold_helper': {'children': {}}}}, 'gue_csum_v4_in_v6': {'children': {'rem_pseudo_ipv4_header': {'children': {}}, 'add_pseudo_ipv6_header': {'children': {}}, 'csum_fold_helper': {'children': {}}}}, 'gue_csum_v4': {'children': {'rem_pseudo_ipv4_header': {'children': {}}, 'add_pseudo_ipv4_header': {'children': {}}, 'csum_fold_helper': {'children': {}}}}}}, 'create_v6_hdr': {'children': {}}, 'create_udp_hdr': {'children': {}}}}}",1,1,1,1,1,1,1,16
__cpu_to_le64p,{'__cpu_to_le64p': {'children': {}}},{'__cpu_to_le64p': {'children': {}}},{'__cpu_to_le64p': {'children': {}}},{'__cpu_to_le64p': {'children': {'__swab64p': {'children': {}}}}},{'__cpu_to_le64p': {'children': {}}},{'__cpu_to_le64p': {'children': {}}},{'__cpu_to_le64p': {'children': {}}},{'__cpu_to_le64p': {'children': {}}},1,1,1,2,1,1,1,1
encap_v6,{'encap_v6': {'children': {}}},{'encap_v6': {'children': {}}},{'encap_v6': {'children': {}}},{'encap_v6': {'children': {}}},{'encap_v6': {'children': {}}},{'encap_v6': {'children': {}}},{'encap_v6': {'children': {}}},{'encap_v6': {'children': {'create_v6_hdr': {'children': {}}}}},1,1,1,1,1,1,1,2
sock6_recvmsg,{'sock6_recvmsg': {'children': {}}},{'sock6_recvmsg': {'children': {}}},{'sock6_recvmsg': {'children': {}}},"{'sock6_recvmsg': {'children': {'__sock6_xlate_rev': {'children': {'sock6_xlate_rev_v4_in_v6': {'children': {'build_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, '__sock4_xlate_rev': {'children': {'ctx_dst_port': {'children': {}}, 'sock4_wildcard_lookup_full': {'children': {'lb4_svc_is_hostport': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'sock_local_cookie': {'children': {}}, 'ctx_set_port': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}}}, 'ctx_set_port': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'sock6_wildcard_lookup_full': {'children': {'sock6_wildcard_lookup': {'children': {'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb6_svc_is_nodeport': {'children': {}}, 'lb6_svc_is_hostport': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'sock_local_cookie': {'children': {}}, 'ctx_set_port': {'children': {}}}}}}}",{'sock6_recvmsg': {'children': {}}},{'sock6_recvmsg': {'children': {}}},{'sock6_recvmsg': {'children': {}}},{'sock6_recvmsg': {'children': {}}},1,1,1,67,1,1,1,1
assign_socket,{'assign_socket': {'children': {}}},{'assign_socket': {'children': {}}},{'assign_socket': {'children': {}}},"{'assign_socket': {'children': {'assign_socket_udp': {'children': {'cilium_dbg': {'children': {}}}}, 'assign_socket_tcp': {'children': {'cilium_dbg': {'children': {}}}}}}}",{'assign_socket': {'children': {}}},{'assign_socket': {'children': {}}},{'assign_socket': {'children': {}}},{'assign_socket': {'children': {}}},1,1,1,5,1,1,1,1
__cpu_to_be16p,{'__cpu_to_be16p': {'children': {}}},{'__cpu_to_be16p': {'children': {}}},{'__cpu_to_be16p': {'children': {}}},{'__cpu_to_be16p': {'children': {'__swab16p': {'children': {}}}}},{'__cpu_to_be16p': {'children': {}}},{'__cpu_to_be16p': {'children': {}}},{'__cpu_to_be16p': {'children': {}}},{'__cpu_to_be16p': {'children': {}}},1,1,1,2,1,1,1,1
l3_csum_replace,{'l3_csum_replace': {'children': {}}},{'l3_csum_replace': {'children': {}}},{'l3_csum_replace': {'children': {}}},"{'l3_csum_replace': {'children': {'__csum_replace_by_4': {'children': {'__csum_replace_by_diff': {'children': {'csum_add': {'children': {}}, 'csum_fold': {'children': {}}, 'csum_unfold': {'children': {}}}}, 'csum_add': {'children': {}}}}, '__csum_replace_by_diff': {'children': {'csum_add': {'children': {}}, 'csum_fold': {'children': {}}, 'csum_unfold': {'children': {}}}}}}}",{'l3_csum_replace': {'children': {}}},{'l3_csum_replace': {'children': {}}},{'l3_csum_replace': {'children': {}}},{'l3_csum_replace': {'children': {}}},1,1,1,11,1,1,1,1
sock4_post_bind,{'sock4_post_bind': {'children': {}}},{'sock4_post_bind': {'children': {}}},{'sock4_post_bind': {'children': {}}},"{'sock4_post_bind': {'children': {'__sock4_post_bind': {'children': {'ctx_src_port': {'children': {}}, 'lb4_svc_is_loadbalancer': {'children': {}}, 'lb4_svc_is_external_ip': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'sock_proto_enabled': {'children': {}}}}}}}",{'sock4_post_bind': {'children': {}}},{'sock4_post_bind': {'children': {}}},{'sock4_post_bind': {'children': {}}},{'sock4_post_bind': {'children': {}}},1,1,1,21,1,1,1,1
ct_delete6,{'ct_delete6': {'children': {}}},{'ct_delete6': {'children': {}}},{'ct_delete6': {'children': {}}},"{'ct_delete6': {'children': {'snat_v6_delete_tuples': {'children': {'snat_v6_delete': {'children': {'__snat_delete': {'children': {}}}}, 'snat_v6_reverse_tuple': {'children': {'snat_v6_lookup': {'children': {'__snat_lookup': {'children': {}}}}, 'snat_v6_swap_tuple': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'snat_v6_ct_canonicalize': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}}",{'ct_delete6': {'children': {}}},{'ct_delete6': {'children': {}}},{'ct_delete6': {'children': {}}},{'ct_delete6': {'children': {}}},1,1,1,15,1,1,1,1
sock6_pre_bind,{'sock6_pre_bind': {'children': {}}},{'sock6_pre_bind': {'children': {}}},{'sock6_pre_bind': {'children': {}}},"{'sock6_pre_bind': {'children': {'__sock6_pre_bind': {'children': {'sock6_auto_bind': {'children': {'ctx_set_v6_address': {'children': {}}, 'ctx_set_port': {'children': {}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'sock6_pre_bind_v4_in_v6': {'children': {'build_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'ctx_dst_port': {'children': {}}, '__sock4_pre_bind': {'children': {'ctx_dst_port': {'children': {}}, 'sock4_auto_bind': {'children': {'ctx_set_port': {'children': {}}}}}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'ctx_set_port': {'children': {}}}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'sock_is_health_check': {'children': {}}, 'sock_proto_enabled': {'children': {}}}}}",{'sock6_pre_bind': {'children': {}}},{'sock6_pre_bind': {'children': {}}},{'sock6_pre_bind': {'children': {}}},{'sock6_pre_bind': {'children': {}}},1,1,1,31,1,1,1,1
sock6_getpeername,{'sock6_getpeername': {'children': {}}},{'sock6_getpeername': {'children': {}}},{'sock6_getpeername': {'children': {}}},"{'sock6_getpeername': {'children': {'__sock6_xlate_rev': {'children': {'sock6_xlate_rev_v4_in_v6': {'children': {'build_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, '__sock4_xlate_rev': {'children': {'ctx_dst_port': {'children': {}}, 'sock4_wildcard_lookup_full': {'children': {'lb4_svc_is_hostport': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'sock_local_cookie': {'children': {}}, 'ctx_set_port': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}}}, 'ctx_set_port': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'sock6_wildcard_lookup_full': {'children': {'sock6_wildcard_lookup': {'children': {'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb6_svc_is_nodeport': {'children': {}}, 'lb6_svc_is_hostport': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'sock_local_cookie': {'children': {}}, 'ctx_set_port': {'children': {}}}}}}}",{'sock6_getpeername': {'children': {}}},{'sock6_getpeername': {'children': {}}},{'sock6_getpeername': {'children': {}}},{'sock6_getpeername': {'children': {}}},1,1,1,67,1,1,1,1
__swab64s,{'__swab64s': {'children': {}}},{'__swab64s': {'children': {}}},{'__swab64s': {'children': {}}},{'__swab64s': {'children': {'__swab64p': {'children': {}}}}},{'__swab64s': {'children': {}}},{'__swab64s': {'children': {}}},{'__swab64s': {'children': {}}},{'__swab64s': {'children': {}}},1,1,1,2,1,1,1,1
ct_delete4,{'ct_delete4': {'children': {}}},{'ct_delete4': {'children': {}}},{'ct_delete4': {'children': {}}},"{'ct_delete4': {'children': {'snat_v4_delete_tuples': {'children': {'snat_v4_delete': {'children': {'__snat_delete': {'children': {}}}}, 'snat_v4_reverse_tuple': {'children': {'snat_v4_swap_tuple': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'snat_v4_lookup': {'children': {'__snat_lookup': {'children': {}}}}}}, 'snat_v4_ct_canonicalize': {'children': {}}}}, 'cilium_dbg': {'children': {}}}}}",{'ct_delete4': {'children': {}}},{'ct_delete4': {'children': {}}},{'ct_delete4': {'children': {}}},{'ct_delete4': {'children': {}}},1,1,1,14,1,1,1,1
ipv4_l4_csum,{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {}}},{'ipv4_l4_csum': {'children': {'csum_fold_helper': {'children': {}}}}},1,1,1,1,1,1,1,2
read_write_packet_start,{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},{'read_write_packet_start': {'children': {}}},1,1,1,1,1,1,1,1
__bpf_no_builtin_memmove,{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},{'__bpf_no_builtin_memmove': {'children': {}}},1,1,1,1,1,1,1,1
bpf_redir_proxy,{'bpf_redir_proxy': {'children': {}}},{'bpf_redir_proxy': {'children': {}}},{'bpf_redir_proxy': {'children': {}}},"{'bpf_redir_proxy': {'children': {'policy_sk_egress': {'children': {'lookup_ip4_endpoint_policy_map': {'children': {}}}}, 'sk_msg_extract4_key': {'children': {}}}}}",{'bpf_redir_proxy': {'children': {}}},{'bpf_redir_proxy': {'children': {}}},{'bpf_redir_proxy': {'children': {}}},{'bpf_redir_proxy': {'children': {}}},1,1,1,4,1,1,1,1
sock6_connect,{'sock6_connect': {'children': {}}},{'sock6_connect': {'children': {}}},{'sock6_connect': {'children': {}}},"{'sock6_connect': {'children': {'__sock6_health_fwd': {'children': {'lb_skip_l4_dnat': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, '__sock4_health_fwd': {'children': {'lb_skip_l4_dnat': {'children': {}}, 'ctx_set_port': {'children': {}}}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'ctx_set_port': {'children': {}}}}, '__sock6_xlate_fwd': {'children': {'sock6_update_revnat': {'children': {'memcmp': {'children': {'__bpf_memcmp': {'children': {'__bpf_memcmp_builtin': {'children': {}}}}}}, 'sock_local_cookie': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'ctx_dst_port': {'children': {}}, 'sock6_xlate_v4_in_v6': {'children': {'build_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'ctx_dst_port': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'ctx_set_port': {'children': {}}, '__sock4_xlate_fwd': {'children': {'__lb4_lookup_backend_slot': {'children': {}}, 'ctx_dst_port': {'children': {}}, 'sock4_skip_xlate': {'children': {'lb4_to_lb6_service': {'children': {}}, 'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_svc_is_hostport': {'children': {}}, 'lb4_svc_is_external_ip': {'children': {}}}}, '__lb4_lookup_backend': {'children': {}}, 'sock_select_slot': {'children': {'sock_local_cookie': {'children': {}}}}, 'lb4_svc_is_localredirect': {'children': {}}, 'sock4_skip_xlate_if_same_netns': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}, 'sock4_wildcard_lookup_full': {'children': {'lb4_svc_is_hostport': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}}}, 'lb4_affinity_backend_id_by_netns': {'children': {'__lb4_affinity_backend_id': {'children': {}}}}, 'sock_proto_enabled': {'children': {}}, 'lb4_svc_is_affinity': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'ctx_set_port': {'children': {}}, 'sock4_update_revnat': {'children': {'memcmp': {'children': {'__bpf_memcmp': {'children': {'__bpf_memcmp_builtin': {'children': {}}}}}}, 'sock_local_cookie': {'children': {}}}}, 'update_metrics': {'children': {}}, 'lb4_update_affinity_by_netns': {'children': {'__lb4_update_affinity': {'children': {}}}}}}}}, 'lb6_affinity_backend_id_by_netns': {'children': {'__lb6_affinity_backend_id': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'lb6_svc_is_l7loadbalancer': {'children': {}}, 'sock_select_slot': {'children': {'sock_local_cookie': {'children': {}}}}, 'lb6_update_affinity_by_netns': {'children': {'__lb6_update_affinity': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'sock6_skip_xlate': {'children': {'lb6_svc_is_external_ip': {'children': {}}, 'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'lb6_to_lb4_service': {'children': {}}, 'lb6_svc_is_hostport': {'children': {}}}}, 'sock6_wildcard_lookup_full': {'children': {'sock6_wildcard_lookup': {'children': {'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb6_svc_is_nodeport': {'children': {}}, 'lb6_svc_is_hostport': {'children': {}}}}, 'lb6_svc_is_affinity': {'children': {}}, '__lb6_lookup_backend': {'children': {}}, 'sock_proto_enabled': {'children': {}}, 'ctx_get_v6_address': {'children': {}}, 'ctx_set_v6_address': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'ctx_set_port': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'update_metrics': {'children': {}}, '__lb6_lookup_backend_slot': {'children': {}}}}, 'sock_is_health_check': {'children': {}}}}}",{'sock6_connect': {'children': {}}},{'sock6_connect': {'children': {}}},{'sock6_connect': {'children': {}}},{'sock6_connect': {'children': {}}},1,1,1,128,1,1,1,1
